,country,city,phase,start_year,end_year,rr,length,tunnelper,tunnel,elevated,atgrade,stations,platform_length_meters,anglo,real_cost_2021,cost_km_2021,country_name,Region,IncomeGroup,2021,rule_of_law,no_corruption,enforcement
127,ES,Madrid,Eje Transversal,2020,2028,1.0,10.5,1.0,10.5,0.0,0.0,4.0,,0.0,988.0,94.0952380952381,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
128,ES,Madrid,Line 2 extension,2008,2011,0.0,4.6,1.0,4.6,0.0,0.0,4.0,,0.0,508.8702672707928,110.62397114582454,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
129,ES,Madrid,Line 9 extension,2009,2015,0.0,3.0,1.0,3.0,0.0,0.0,2.0,,0.0,293.04707875641355,97.6823595854712,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
130,EC,Quito,Metro,2012,2019,0.0,22.9,1.0,22.9,0.0,0.0,15.0,,0.0,4311.68436753928,188.2831601545537,Ecuador,Latin America & Caribbean,Upper middle income,5965.132871,0.48,0.41,0.48
131,ES,Madrid,Chamartin-Atocha tunnel,2003,2008,1.0,7.5,1.0,7.5,0.0,0.0,3.0,,0.0,924.066840277778,123.20891203703708,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
132,FR,Paris,Line 14,1993,2007,0.0,9.2,1.0,9.2,0.0,0.0,9.0,,0.0,2171.776495500265,236.06266255437663,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
133,CA,Toronto,Sheppard,1994,2002,0.0,5.5,1.0,5.5,0.0,0.0,5.0,,1.0,1346.538036809816,244.82509760178476,Canada,North America,High income,52358.62164,0.8,0.82,0.8
134,CA,Montreal,Laval extension,2001,2007,0.0,5.2,1.0,5.2,0.0,0.0,3.0,,1.0,865.6265034409741,166.4666352771104,Canada,North America,High income,52358.62164,0.8,0.82,0.8
135,DE,Karlsruhe,Kombilösung,2010,2021,1.0,4.8,1.0,4.8,0.0,0.0,6.0,,0.0,2138.8957626235906,445.6032838799147,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
136,DE,Dusseldorf,Wehrhahn Line,2007,2016,0.0,3.4,1.0,3.4,0.0,0.0,6.0,,0.0,1425.3441684016136,419.2188730592982,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
137,US,New York,7 extension,2007,2014,0.0,1.6,1.0,1.6,0.0,0.0,1.0,,1.0,2982.3898448105074,1863.993653006567,United States,North America,High income,70219.47245,0.69,0.72,0.71
138,US,New York,Second Avenue Phase 1,2007,2016,0.0,2.7,1.0,2.7,0.0,0.0,3.0,187,1.0,5542.538065875638,2052.791876250236,United States,North America,High income,70219.47245,0.69,0.72,0.71
139,US,New York,Second Avenue Phase 2,2019,2029,0.0,2.6,1.0,2.6,0.0,0.0,3.0,187,1.0,6949.0,2672.692307692308,United States,North America,High income,70219.47245,0.69,0.72,0.71
140,US,New York,East Side Access,2007,2022,1.0,2.8,1.0,2.8,0.0,0.0,1.0,,1.0,12575.764607601986,4491.344502714996,United States,North America,High income,70219.47245,0.69,0.72,0.71
141,US,New York,Gateway,2019,2026,1.0,5.3,1.0,5.3,0.0,0.0,0.0,,1.0,9500.0,1792.4528301886794,United States,North America,High income,70219.47245,0.69,0.72,0.71
142,UK,London,Crossrail,2009,2021,1.0,21.0,1.0,21.0,0.0,0.0,8.0,,1.0,21332.15517874245,1015.81691327345,United Kingdom,Europe & Central Asia,High income,46585.89756,0.79,0.82,0.8
143,FR,Paris,Line 4 to Bagneux,2014,2021,0.0,1.8,1.0,1.8,0.0,0.0,2.0,,0.0,595.0910246778016,330.6061248210009,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
144,FR,Paris,RER E extension,2018,2022,1.0,8.0,1.0,8.0,0.0,0.0,2.0,,0.0,2761.7002186468294,345.2125273308537,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
145,FR,Paris,Line 4 to Montrouge,2008,2013,0.0,1.5,1.0,1.5,0.0,0.0,1.0,,0.0,299.34495404850134,199.56330269900087,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
146,FR,Paris,Line 8 to Pointe-du-Lac,2007,2011,0.0,1.3,0.0,0.0,0.0,0.0,1.0,,0.0,143.94847670250897,110.72959746346844,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
147,FR,Paris,Line 13 to Courtilles,2005,2008,0.0,1.9,1.0,1.9,0.0,0.0,2.0,,0.0,265.45920138888897,139.7153691520468,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
148,FR,Paris,Line 12 to Front Populaire,2007,2012,0.0,1.5,1.0,1.5,0.0,0.0,1.0,,0.0,484.3779627756518,322.91864185043454,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
149,FR,Paris,Line 11,2016,2024,0.0,6.3,0.9,5.7,0.6,0.0,6.0,,0.0,1612.9820728575294,256.0289004535761,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
150,IL,Tel Aviv,Red Line,2015,2022,0.0,24.0,0.5,12.0,0.0,0.0,34.0,,0.0,5089.9070754698205,212.0794614779092,Israel,Middle East & North Africa,High income,52166.81216,,,
151,IL,Tel Aviv,Green Line,2018,2024,0.0,38.6,0.12,4.6,0.0,0.0,62.0,,0.0,5611.814026451736,145.38378306869782,Israel,Middle East & North Africa,High income,52166.81216,,,
152,NZ,Auckland,City Rail Link,2013,2024,1.0,3.5,1.0,3.5,0.0,0.0,4.0,,1.0,3228.308741333376,922.3739260952505,New Zealand,East Asia & Pacific,High income,49996.42067,0.83,0.88,0.86
153,DE,Hamburg,U4 to HafenCity U,2007,2012,0.0,3.9,1.0,3.9,0.0,0.0,2.0,,0.0,535.7712856057465,137.37725271942216,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
154,DE,Hamburg,U4 to Elbbrücken,2014,2018,0.0,1.3,1.0,1.3,0.0,0.0,1.0,,0.0,261.2526217985309,200.9635552296392,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
155,DE,Hamburg,U4 to Dannerallee,2020,2027,0.0,2.6,1.0,2.6,0.0,0.0,3.0,,0.0,704.0893501840357,270.80359622462913,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
156,ES,Barcelona,L3 to Trinitat Nova,2001,2008,0.0,1.9,1.0,1.9,0.0,0.0,2.0,,0.0,270.7548305982001,142.50254242010533,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
157,ES,Barcelona,Terrassa tunnel,2008,2015,0.0,4.5,1.0,4.5,0.0,0.0,3.0,,0.0,627.9776339363118,139.5505853191804,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
158,ES,Barcelona,Sabadell tunnel,2006,2017,0.0,4.4,1.0,4.4,0.0,0.0,4.0,,0.0,673.3924752933018,153.0437443848413,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
159,ES,Barcelona,L2 to Badalona,2006,2010,0.0,0.7,1.0,0.7,0.0,0.0,1.0,,0.0,110.12329136147665,157.31898765925237,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
160,ES,Barcelona,L5 to Vall d'Hebron,2007,2010,0.0,2.5,1.0,2.5,0.0,0.0,3.0,,0.0,503.4207605096075,201.368304203843,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
161,ES,Barcelona,L9/10,2003,2026,0.0,47.8,0.91,43.7,0.0,0.0,52.0,,0.0,8859.497473979454,185.34513543890077,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
162,ES,Bilbao,Line 3,2007,2016,0.0,5.9,0.95,5.6,0.0,0.0,7.0,,0.0,436.9220944344912,74.0545922770324,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
163,ES,Seville,Line 1,2003,2009,0.0,18.2,0.64,11.6,6.552,0.0,22.0,,0.0,1498.668402777778,82.34441773504275,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
164,ES,Malaga,Lines 1-2,2006,2014,0.0,11.3,0.81,9.2,0.0,0.0,17.0,,0.0,1405.4512143669515,124.37621366079216,Spain,Europe & Central Asia,High income,30103.51373,0.73,0.74,0.71
165,BD,Dhaka,Line 6,2015,2022,0.0,21.3,0.0,0.0,0.0,0.0,16.0,,0.0,11352.59550413249,532.9857044193658,Bangladesh,South Asia,Lower middle income,2457.924049,0.4,0.35,0.4
166,BD,Dhaka,Line 1,2020,2026,0.0,31.2,0.64,19.9,0.0,0.0,19.0,,0.0,16819.52,539.0871794871795,Bangladesh,South Asia,Lower middle income,2457.924049,0.4,0.35,0.4
167,BD,Dhaka,Line 5,2020,2028,0.0,19.6,0.7,14.0,0.0,0.0,14.0,,0.0,13196.16,673.2734693877551,Bangladesh,South Asia,Lower middle income,2457.924049,0.4,0.35,0.4
168,ID,Jakarta,MRT first phase,2013,2019,0.0,15.7,0.38,5.9,0.0,0.0,13.0,,0.0,3312.8536231139096,211.009784911714,Indonesia,East Asia & Pacific,Upper middle income,4334.215983,0.52,0.4,0.55
169,FR,Lyon,Line A to Vaulx,2005,2007,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,89.04644097222224,89.04644097222224,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
170,FR,Lyon,Line B to Oullins,2009,2013,0.0,1.8,1.0,1.8,0.0,0.0,1.0,,0.0,347.65844073282096,193.1435781849005,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
171,FR,Lyon,Line B to Hospital-Sud,2017,2023,0.0,2.5,1.0,2.5,0.0,0.0,2.0,,0.0,536.2632731993618,214.50530927974475,France,Europe & Central Asia,High income,43658.97898,0.72,0.74,0.76
172,PK,Lahore,Orange Line,2015,2020,0.0,27.1,0.06,1.6,0.0,0.0,26.0,,0.0,6675.864188968669,246.34185199146376,Pakistan,South Asia,Lower middle income,1505.010193,0.39,0.31,0.39
173,TH,Bangkok,Sukhumvit Line to Kheka,2012,2018,0.0,12.8,0.0,0.0,0.0,0.0,9.0,,0.0,2490.443029198136,194.5658616561044,Thailand,East Asia & Pacific,Upper middle income,7060.897609,0.5,0.47,0.46
174,TH,Bangkok,Sukhumvit Line to Khu Khot,2015,2020,0.0,19.0,0.0,0.0,0.0,0.0,16.0,,0.0,5270.629599135118,277.4015578492167,Thailand,East Asia & Pacific,Upper middle income,7060.897609,0.5,0.47,0.46
175,TH,Bangkok,Blue Line extension,2011,2020,0.0,26.9,0.2,5.4,0.0,0.0,19.0,,0.0,6638.456893767114,246.78278415491133,Thailand,East Asia & Pacific,Upper middle income,7060.897609,0.5,0.47,0.46
176,TH,Bangkok,Brown Line,2020,2026,0.0,22.1,0.0,0.0,0.0,0.0,18.0,,0.0,4103.394013469289,185.67393726105385,Thailand,East Asia & Pacific,Upper middle income,7060.897609,0.5,0.47,0.46
177,TH,Bangkok,Pink Line,2017,2022,0.0,34.5,0.0,0.0,0.0,0.0,30.0,,0.0,4869.933673828607,141.1574977921335,Thailand,East Asia & Pacific,Upper middle income,7060.897609,0.5,0.47,0.46
178,TH,Bangkok,Yellow Line,2017,2022,0.0,30.4,0.0,0.0,0.0,0.0,23.0,,0.0,4701.922035226887,154.66848800088442,Thailand,East Asia & Pacific,Upper middle income,7060.897609,0.5,0.47,0.46
179,TH,Bangkok,Orange Line,2017,2025,0.0,35.9,0.75,27.0,0.0,0.0,28.0,,0.0,19060.92,530.9448467966574,Thailand,East Asia & Pacific,Upper middle income,7060.897609,0.5,0.47,0.46
180,TH,Chiang Mai,Red Line,2022,2027,0.0,15.8,0.46,7.2,0.0,0.0,12.0,,0.0,2187.0,138.41772151898735,Thailand,East Asia & Pacific,Upper middle income,7060.897609,0.5,0.47,0.46
181,VN,Ho Chi Minh City,Line 1,2012,2021,0.0,19.7,0.13,2.6,0.0,0.0,14.0,,0.0,6202.322398930032,314.8387004533012,Vietnam,East Asia & Pacific,Lower middle income,3756.489122,0.49,0.41,0.44
182,VN,Ho Chi Minh City,Line 2 first phase,2020,2026,0.0,11.3,0.82,9.3,0.0,0.0,11.0,,0.0,6048.0,535.221238938053,Vietnam,East Asia & Pacific,Lower middle income,3756.489122,0.49,0.41,0.44
183,VN,Ho Chi Minh City,Line 5 first phase,2025,2029,0.0,8.9,0.84,7.5,0.0,0.0,7.0,,0.0,5241.6,588.9438202247192,Vietnam,East Asia & Pacific,Lower middle income,3756.489122,0.49,0.41,0.44
184,JP,Osaka,Tokaido branch relocation,2015,2023,1.0,2.4,1.0,2.4,0.0,0.0,1.0,,0.0,731.3286943052606,304.72028929385857,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
185,JP,Osaka,Higashi Line,1999,2019,1.0,20.3,0.0,0.0,0.0,0.0,0.0,,0.0,1318.6195388208096,64.95662752811869,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
186,JP,Osaka,Monorail extension,2018,2029,0.0,8.9,0.0,0.0,0.0,0.0,4.0,,0.0,1112.891491334092,125.04398779034744,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
187,JP,Tokyo,Fukutoshin Line,2001,2008,0.0,8.9,1.0,8.9,0.0,0.0,8.0,,0.0,2653.755955532028,298.1748264642727,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
188,JP,Tokyo,Minatomirai Line,1993,2004,1.0,4.1,1.0,4.1,0.0,0.0,6.0,,0.0,2691.5799202453986,656.4829073769266,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
189,JP,Tokyo,Oedo Line ring,1992,2000,0.0,27.8,1.0,27.8,0.0,0.0,27.0,,0.0,10290.744470588235,370.1706644096488,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
190,JP,Tokyo,Haneda express line,2022,2029,1.0,5.6,1.0,5.6,0.0,0.0,2.0,,0.0,3000.0,535.7142857142858,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
191,JP,Tokyo,Tama Monorail first phase,1991,2000,0.0,16.0,0.0,0.0,0.0,0.0,19.0,,0.0,2583.8162992125986,161.4885187007874,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
192,JP,Tokyo,Monorail to Tokyo Station,2015,2025,1.0,3.0,0.0,0.0,0.0,0.0,1.809725158562368,,0.0,1146.4433505531067,382.1477835177022,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
193,JP,Tokyo,Tokyo-Ueno Line,2008,2015,1.0,3.8,0.0,0.0,0.0,0.0,0.0,,0.0,433.6695726396935,114.12357174728776,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
194,JP,Tokyo,Sotetsu Shin-Yokohama JR Line,2010,2019,1.0,2.7,0.78,2.1,0.0,0.0,1.0,,0.0,1236.8408801365235,458.0892148653791,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
195,JP,Tokyo,Sotetsu Shin-Yokohama Tokyu Line,2010,2022,1.0,10.0,0.8,8.0,0.0,0.0,2.0,,0.0,3118.999537513489,311.89995375134896,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
196,JP,Fukuoka,Nanakuma Line extension,2014,2022,0.0,1.6,1.0,1.6,0.0,0.0,2.0,,0.0,633.4327199162111,395.8954499476319,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
197,BR,Sao Paulo,Line 6 phase 1,2015,2023,0.0,15.9,0.84,13.4,0.0,0.0,15.0,,0.0,4422.444486517189,278.14116267403705,Brazil,Latin America & Caribbean,Upper middle income,7696.785531,0.5,0.43,0.49
198,CH,Lucerne,Zentralbahn,2008,2013,1.0,1.5,0.9,1.4,0.0,0.0,1.0,,0.0,186.07130241772757,124.0475349451517,Switzerland,Europe & Central Asia,High income,91991.60046,,,
199,CH,Zurich,Durchmesserlinie,2007,2014,1.0,9.6,0.5,4.8,0.2,4.6,1.0,,0.0,1715.371225740177,178.68450268126844,Switzerland,Europe & Central Asia,High income,91991.60046,,,
200,JP,Tokyo,Tsukuba Express,1997,2005,0.0,58.3,0.28,16.3,0.0,0.0,20.0,,0.0,11185.17034782609,191.85540905362075,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
201,IN,Bangalore,Phase 2,2017,2024,0.0,73.9,0.1867,13.8,0.0,0.0,62.0,,0.0,15104.4173180429,204.3899501764939,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
202,IN,Bangalore,Phase 1,2006,2017,0.0,42.3,0.2,8.5,0.0,0.0,41.0,,0.0,11105.79590022184,262.5483664355045,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
203,IN,Gurgaon,Phase 1,2009,2013,0.0,5.5,0.0,0.0,0.0,0.0,6.0,,0.0,838.8133245013094,152.51151354569262,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
204,IN,Gurgaon,Phase 2,2013,2017,0.0,6.3,0.0,0.0,0.0,0.0,5.0,,0.0,1440.450943181291,228.6430068541732,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
205,IN,Nagpur,Phase 1,2014,2020,0.0,38.2,0.0,0.0,0.0,0.0,40.0,,0.0,5365.008211678833,140.44524114342494,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
206,IN,Ahmadabad,Phase 1,2015,2023,0.0,40.0,0.16,6.4,0.0,0.0,33.0,,0.0,6326.523154069711,158.16307885174274,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
207,IN,Hyderabad,Phase 1,2012,2020,0.0,72.0,0.0,0.0,0.0,0.0,66.0,,0.0,10612.68213010454,147.3983629181186,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
208,IN,Hyderabad,Airport express,2020,2026,0.0,31.0,0.08,2.5,0.0,0.0,10.0,,0.0,2288.1752900765428,73.81210613150138,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
209,IN,Chennai,Phase 1,2009,2019,0.0,45.1,0.53,24.0,0.0,0.0,34.0,,0.0,12361.770072992702,274.0968974056032,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
210,IN,Chennai,Phase 1 extension,2016,2020,0.0,9.1,0.26,2.4,0.0,0.0,9.0,,0.0,1952.7425041914407,214.5870883726858,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
211,IN,Chennai,Phase 2,2020,2026,0.0,118.9,0.36,42.8,0.0,0.0,128.0,,0.0,32514.6,273.4617325483599,India,South Asia,Lower middle income,2238.127139,0.5,0.4,0.48
212,CH,Geneva,CEVA,2013,2019,1.0,8.8,0.96,8.4,0.14,0.212,4.0,,0.0,1203.026550058957,136.70756250669965,Switzerland,Europe & Central Asia,High income,91991.60046,,,
213,UA,Kyiv,M3 to Vynohradar,2018,2022,0.0,3.7,1.0,3.7,0.0,0.0,2.0,,0.0,759.2208538663351,205.19482536927976,Ukraine,Europe & Central Asia,Lower middle income,4827.845703,0.51,0.33,0.44
214,UA,Kyiv,M4,2021,2026,0.0,20.0,0.65,13.0,0.0,0.0,13.0,,0.0,6000.0,300.0,Ukraine,Europe & Central Asia,Lower middle income,4827.845703,0.51,0.33,0.44
215,UA,Kharkiv,M3 extension,2018,2024,0.0,3.5,1.0,3.5,0.0,0.0,2.0,,0.0,1489.8,425.6571428571429,Ukraine,Europe & Central Asia,Lower middle income,4827.845703,0.51,0.33,0.44
216,TW,Taipei,Sanying Line,2016,2023,0.0,14.29,0.0,0.0,0.0,0.0,12.0,,0.0,3532.9323335562885,247.231094020734,Taiwan,East Asia & Pacific,High income,33190.0,,,
217,TW,Taipei,Danhai LRT,2014,2024,0.0,14.0,0.0,0.0,0.0,0.0,20.0,,0.0,1146.9825563421068,81.92732545300763,Taiwan,East Asia & Pacific,High income,33190.0,,,
218,TW,Taipei,Circular Line first section,2011,2020,0.0,15.4,0.07,1.1,0.0,0.0,14.0,,0.0,5311.5548157305175,344.906156865618,Taiwan,East Asia & Pacific,High income,33190.0,,,
219,TW,Taipei,Airport MRT,2006,2017,0.0,51.0,0.21,10.7,0.0,0.0,22.0,,0.0,9106.627355860925,178.5613207031554,Taiwan,East Asia & Pacific,High income,33190.0,,,
220,TW,Taipei,Taoyuan MRT Green Line,2019,2026,0.0,27.8,0.45,12.5,0.0,0.0,21.0,,0.0,6524.7296,234.70250359712227,Taiwan,East Asia & Pacific,High income,33190.0,,,
221,TW,Taipei,Taoyuan MRT Brown Line,2019,2028,0.0,11.5,0.0,0.0,0.0,0.0,8.0,,0.0,1359.6621305276826,118.23148961110284,Taiwan,East Asia & Pacific,High income,33190.0,,,
222,TW,Taipei,Taoyuan Underground,2019,2030,1.0,17.9,1.0,17.9,0.0,0.0,8.0,,0.0,7011.84,391.722905027933,Taiwan,East Asia & Pacific,High income,33190.0,,,
223,TW,Kaohsiung,Red and Orange Lines,2001,2008,0.0,43.0,0.74,31.8,0.0,0.0,38.0,,0.0,17268.52075383801,401.5935059032096,Taiwan,East Asia & Pacific,High income,33190.0,,,
224,TW,Kaohsiung,Urban Railway Underground,2008,2018,1.0,15.4,1.0,15.4,0.0,0.0,10.0,,0.0,7713.448348665206,500.8732693938445,Taiwan,East Asia & Pacific,High income,33190.0,,,
225,TW,Tainan,Underground Project,2019,2024,1.0,8.2,1.0,8.2,0.0,0.0,3.0,,0.0,1949.504,237.74439024390247,Taiwan,East Asia & Pacific,High income,33190.0,,,
226,TW,Taichung,Green Line,2010,2020,0.0,16.7,0.0,0.0,0.0,0.0,18.0,,0.0,4504.38370874663,269.7235753740497,Taiwan,East Asia & Pacific,High income,33190.0,,,
227,AU,Perth,Forrestfield-Airport Link,2016,2021,1.0,8.5,1.0,8.5,0.0,0.0,3.0,,1.0,1384.9191699156136,162.93166704889572,Australia,East Asia & Pacific,High income,60444.50236,0.79,0.81,0.81
228,JP,Tokyo,Yurikamome,1988,1995,0.0,12.0,0.0,0.0,0.0,0.0,12.0,,0.0,1828.5103348017624,152.3758612334802,Japan,East Asia & Pacific,High income,39827.12677,0.79,0.82,0.79
229,AR,Buenos Aires,RER,2020,2026,1.0,20.0,1.0,20.0,0.0,0.0,4.0,,0.0,4646.0,232.3,Argentina,Latin America & Caribbean,Upper middle income,10636.11553,0.56,0.48,0.5
230,DE,Nuremberg,U3 extension to Grossreuth,2014,2020,0.0,1.1,1.0,1.1,0.0,0.0,1.0,90,0.0,99.15963201697129,90.14512001542845,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
231,DE,Cologne,North-South Stadtbahn,2003,2015,0.0,4.0,1.0,4.0,0.0,0.0,6.0,,0.0,1707.6375636836538,426.90939092091344,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
232,DE,Berlin,U8 to Wittenau,1985,1994,0.0,3.6,1.0,3.6,0.0,0.0,4.0,100,0.0,707.7586346793607,196.59962074426687,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
233,DE,Berlin,U2 to Pankow,1997,2000,0.0,0.8,1.0,0.8,0.0,0.0,1.0,100,0.0,116.69996319018406,145.87495398773007,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
234,DE,Frankfurt,U-Bahn Europaviertel,2019,2025,0.0,2.7,0.52,1.4,0.0,0.0,4.0,,0.0,485.55,179.83333333333331,Germany,Europe & Central Asia,High income,51203.55447,0.84,0.83,0.86
235,PE,Lima,Line 2,2014,2025,0.0,35.0,1.0,35.0,0.0,0.0,35.0,,0.0,11752.558107151375,335.7873744900394,Peru,Latin America & Caribbean,Upper middle income,6635.463923,0.49,0.32,0.48
236,MY,Kuala Lumpur,Kajang Line,2012,2017,0.0,51.0,0.19,9.5,0.0,0.0,31.0,,0.0,16825.742599351175,329.91652155590543,Malaysia,East Asia & Pacific,Upper middle income,11109.26529,0.57,0.58,0.57
237,MY,Kuala Lumpur,Putrajaya Line (MRT 2),2016,2023,0.0,52.2,0.26,13.5,0.0,0.0,41.0,,0.0,22651.05148695322,433.9281894052341,Malaysia,East Asia & Pacific,Upper middle income,11109.26529,0.57,0.58,0.57
238,TR,Istanbul,M2,1992,2014,0.0,23.5,0.9148936170212766,21.5,0.0,0.0,17.0,180,0.0,7392.76847826087,314.5858926919519,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
239,TR,Istanbul,M3 Phase 1,2006,2013,0.0,16.1,1.0,15.9,0.0,0.0,11.0,180,0.0,2672.2213009502148,165.97647831988908,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
240,TR,Istanbul,M4 Phase 1,2005,2012,0.0,21.7,1.0,21.7,0.0,0.0,16.0,180,0.0,2789.1834555344763,128.5337997942155,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
241,TR,Istanbul,M4 Phase 2,2013,2016,0.0,4.4,1.0,4.4,0.0,0.0,3.0,180,0.0,397.0511862018336,90.23890595496216,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
242,TR,Istanbul,M5 Phase 1,2011,2018,0.0,19.7,1.0,19.7,0.0,0.0,16.0,140,0.0,2277.1279950383305,115.59025355524524,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
243,TR,Istanbul,BC1,2004,2013,1.0,13.6,1.0,13.6,0.0,0.0,4.0,225,0.0,3914.304418352079,287.8165013494176,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
244,TR,Istanbul,CR3,2011,2019,1.0,63.0,0.0,0.0,0.0,0.0,36.0,225,0.0,3413.062514503179,54.17559546830442,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
245,TR,Istanbul,M7 Phase1-2,2014,2024,0.0,23.75,0.9621,22.85,0.0,0.0,19.0,180,0.0,2849.002217815276,119.95798811853793,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
246,TR,Izmir,M1 (Phase 1),1995,2000,0.0,11.6,0.2931,3.4,0.0,0.0,10.0,,0.0,1994.871165644172,171.9716522107045,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
247,TR,Izmir,M1  (Phase 2),2005,2014,0.0,5.35,1.0,5.35,0.0,0.0,6.0,,0.0,344.4660270756136,64.38617328516143,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
248,TR,Izmir,M1 (Phase 3),2010,2012,0.0,2.25,1.0,2.25,0.0,0.0,2.0,,0.0,127.69159638835418,56.75182061704631,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
249,TR,Ankara,M4,2003,2017,0.0,9.22,1.0,9.22,0.0,0.0,9.0,,0.0,1366.9286788714826,148.25690660211308,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
250,TR,Bursa,Bursaray,1997,2014,0.0,39.0,0.1603,6.25,0.0,0.0,38.0,,0.0,1199.6067708333337,30.75914797008548,Turkiye,Europe & Central Asia,Upper middle income,9661.227734,0.42,0.46,0.41
251,CN,Beijing,Line 4,2004,2009,0.0,28.2,0.9516666666666668,26.837,0.0,0.0,24.0,117,0.0,7509.215541935484,266.2842390757264,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
252,CN,Beijing,Capital Airport Express west extenion,2016,2020,0.0,1.83,1.0,1.83,,,1.0,68,0.0,460.344801220197,251.5545361859,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
253,CN,Beijing,Line 13,1999,2003,0.0,40.85,0.0,0.0,13.855,26.995,17.0,117,0.0,3921.72961764706,96.0031730146159,China,East Asia & Pacific,Upper middle income,12617.50499,0.47,0.53,0.49
